Возраст;Субъект;Пол;Тип;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
55-59 лет;Российская Федерация;Женщины;городское население;8,54;8,5;8,93;10,75;12,09;11,38;10,41;9,76;9,63;10,37;11,03;11,26;11,52;11,56;11,29;11,04;10,03;9,17;9,34;8,73;8,6;8;7,7;7,3;7,3;7,1;6,9;6,6;6,5;6,4;7,8;9,5
55-59 лет;Российская Федерация;Женщины;сельское население;8,81;8,92;9,59;11,44;12,87;11,67;11,19;11,02;10,73;11,39;12,45;12,9;13,53;14,01;13,56;13,82;12,53;11,5;11,63;10,78;10,81;9,8;9,1;8,7;8,5;8,3;7,9;7,5;7,5;7,3;8,6;10,7
55-59 лет;Российская Федерация;Мужчины;все население;23,47;23,37;25,4;31,67;36,62;34,25;31,19;29,28;28,39;31,17;33,36;33,94;34,69;34,87;34,06;33,89;30,37;28,06;28,42;26,61;26,25;24,7;23,3;22,1;22;21,4;20,7;19,4;19,2;18,7;21,2;22,8
55-59 лет;Российская Федерация;Мужчины;городское население;23,16;23,05;25,15;31,68;36,97;34,71;30,98;28,46;27,75;30,82;33,16;33,84;34,4;34,38;33,42;32,84;29,4;27,16;27,48;25,67;25,53;24,1;22,9;21,7;21,7;21,1;20,4;19,1;19;18,4;21,1;22,7
55-59 лет;Российская Федерация;Мужчины;сельское население;24,13;24,06;25,96;31,64;35,76;33,11;31,72;31,42;30,07;32,13;33,97;34,31;35,71;36,58;36,2;37,14;33,24;30,64;31,01;29,11;28,15;26,3;24,4;23,1;22,9;22,1;21,4;20,2;19,7;19,4;21,4;23,1
55-59 лет;Российская Федерация;Оба пола;все население;15,22;15,2;16,39;20,21;23,1;21,52;19,65;18,48;17,97;19,59;20,97;21,4;21,96;22,11;21,57;21,4;19,25;17,72;17,95;16,77;16,56;15,5;14,7;14;13,9;13,5;13,2;12,4;12,3;12,1;13,9;15,6
55-59 лет;Российская Федерация;Оба пола;городское население;14,93;14,89;16,07;19,98;22,99;21,55;19,34;17,86;17,47;19,22;20,61;21,06;21,48;21,47;20,84;20,4;18,31;16,84;17,04;15,9;15,74;14,8;14,1;13,4;13,4;13;12,7;11,9;11,9;11,7;13,6;15,3
55-59 лет;Российская Федерация;Оба пола;сельское население;15,88;15,92;17,18;20,8;23,4;21,45;20,47;20,17;19,35;20,61;22,02;22,5;23,63;24,42;24,11;24,73;22,24;20,49;20,72;19,37;18,93;17,5;16,3;15,5;15,3;14,8;14,4;13,6;13,3;13,1;14,7;16,6
5-9 лет;Российская Федерация;Женщины;все население;0,37;0,4;0,39;0,42;0,41;0,42;0,37;0,34;0,36;0,38;0,35;0,36;0,33;0,33;0,32;0,31;0,28;0,27;0,25;0,25;0,24;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0,1;0,1
5-9 лет;Российская Федерация;Женщины;городское население;0,33;0,36;0,36;0,39;0,37;0,39;0,33;0,3;0,33;0,34;0,3;0,33;0,3;0,29;0,28;0,28;0,25;0,24;0,22;0,22;0,22;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0,1;0,1;0,1
5-9 лет;Российская Федерация;Женщины;сельское население;0,47;0,5;0,48;0,52;0,5;0,48;0,47;0,44;0,44;0,48;0,45;0,43;0,39;0,41;0,39;0,39;0,35;0,33;0,32;0,33;0,28;0,3;0,3;0,3;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2
5-9 лет;Российская Федерация;Мужчины;все население;0,69;0,77;0,73;0,73;0,66;0,71;0,62;0,56;0,6;0,61;0,59;0,58;0,51;0,52;0,5;0,48;0,42;0,4;0,34;0,36;0,36;0,3;0,3;0,3;0,3;0,3;0,2;0,2;0,2;0,2;0,2;0,2
5-9 лет;Российская Федерация;Мужчины;городское население;0,6;0,67;0,64;0,66;0,59;0,64;0,54;0,49;0,54;0,55;0,52;0,51;0,44;0,47;0,45;0,39;0,35;0,33;0,28;0,3;0,31;0,3;0,3;0,3;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2
5-9 лет;Российская Федерация;Мужчины;сельское население;0,92;1,03;0,96;0,9;0,83;0,87;0,79;0,72;0,73;0,73;0,73;0,73;0,64;0,64;0,61;0,65;0,57;0,56;0,49;0,51;0,46;0,4;0,4;0,4;0,3;0,3;0,3;0,3;0,2;0,3;0,2;0,2
5-9 лет;Российская Федерация;Оба пола;все население;0,53;0,59;0,56;0,58;0,54;0,56;0,5;0,45;0,48;0,5;0,47;0,47;0,42;0,43;0,41;0,4;0,35;0,34;0,3;0,31;0,3;0,3;0,3;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2
5-9 лет;Российская Федерация;Оба пола;городское население;0,47;0,52;0,5;0,52;0,48;0,51;0,44;0,4;0,43;0,45;0,41;0,42;0,37;0,38;0,37;0,34;0,3;0,29;0,25;0,26;0,26;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0,1;0,2
5-9 лет;Российская Федерация;Оба пола;сельское население;0,7;0,77;0,72;0,71;0,67;0,68;0,63;0,58;0,59;0,61;0,59;0,58;0,52;0,53;0,5;0,52;0,46;0,45;0,41;0,42;0,37;0,3;0,4;0,3;0,3;0,3;0,3;0,2;0,2;0,2;0,2;0,2
60-64 лет;Российская Федерация;Женщины;все население;13,52;13,63;14,38;16,67;18,39;17,23;16,14;15,38;14,43;15,33;15,81;16,37;17,05;17,24;16,72;16,44;14,93;13,51;13,25;12,96;13,1;12,4;11,8;11,4;11,2;11;10,7;10,1;10;9,8;12;15,3
60-64 лет;Российская Федерация;Женщины;городское население;13,8;13,9;14,49;16,96;18,5;17,34;16,03;15,05;14,2;15,04;15,52;16,03;16,59;16,64;15,94;15,4;14,06;12,83;12,56;12,38;12,48;11,9;11,4;11,1;10,8;10,6;10,3;9,8;9,7;9,5;11,7;14,9
60-64 лет;Российская Федерация;Женщины;сельское население;12,88;13,04;14,13;16,03;18,13;16,98;16,4;16,18;15,04;16,08;16,59;17,29;18,27;18,84;18,84;19,43;17,7;15,86;15,68;15;15,22;14,1;13,1;12,7;12,3;12,1;11,7;11,1;11;10,7;12,8;16,3
60-64 лет;Российская Федерация;Мужчины;все население;34,16;34,55;36,73;44,91;50,25;46,41;42,6;39,81;37,92;42,13;44,52;46,37;49,37;49,66;47,2;46,34;40,83;38;37,54;37,2;37,14;35,3;33,7;32,6;32;31,6;31,2;29,3;29,3;28,4;32,4;34,4
60-64 лет;Российская Федерация;Мужчины;городское население;34,25;34,54;36,97;45,64;51,35;47,45;42,65;39,13;37,22;41,67;43,97;45,9;48,51;48,52;45,58;43,88;39,01;36,45;36,15;35,68;35,72;34,2;32,8;31,9;31,3;31;30,6;28,7;28,8;27,9;32,2;34,1
60-64 лет;Российская Федерация;Мужчины;сельское население;33,97;34,58;36,22;43,35;47,95;44,2;42,48;41,28;39,5;43,21;45,86;47,48;51,5;52,49;51,39;53,08;46,29;42,92;41,97;41,88;41,4;38,4;36,1;34,5;33,8;33,2;32,6;30,6;30,5;29,5;32,8;35
60-64 лет;Российская Федерация;Оба пола;все население;21,93;22,33;23,75;28,5;31,7;29,43;27,21;25,61;24,27;26,5;27,7;28,69;30,21;30,35;29,01;28,51;25,5;23,63;23,32;23;23,04;21,8;20,8;20,1;19,8;19,5;19,1;18;18;17,6;20,6;23,4
60-64 лет;Российская Федерация;Оба пола;городское население;22,14;22,43;23,8;28,77;31,95;29,66;26,94;24,94;23,67;25,96;27,13;28,14;29,44;29,4;27,78;26,8;24,13;22,46;22,19;21,84;21,88;20,9;20;19,4;19;18,8;18,4;17,3;17,3;16,9;20;22,7
60-64 лет;Российская Федерация;Оба пола;сельское население;21,43;22,09;23,63;27,9;31,15;28,89;27,81;27,16;25,71;27,82;29,13;30,1;32,22;32,81;32,28;33,34;29,71;27,51;27,18;26,85;26,8;24,9;23,3;22,4;21,9;21,5;21,1;19,9;19,8;19,3;22;24,9
65-69 лет;Российская Федерация;Женщины;все население;21,98;21,97;22,52;25,59;27,16;25,99;24,98;24,76;24,12;25,32;25,6;25,47;25,77;25;23,97;23,58;22,07;21,27;21,14;20,23;20,11;18,5;17,2;16,6;16,6;16,6;16,7;15,8;15,9;15,2;18,8;24,2
65-69 лет;Российская Федерация;Женщины;городское население;22,75;22,63;23,13;26,12;27,64;26,49;25,21;24,73;24,21;25,3;25,58;25,33;25,36;24,48;23,24;22,61;21,13;20,48;20,22;19,39;19,21;17,7;16,6;16,2;16,2;16,3;16,3;15,5;15,6;14,9;18,6;23,9
65-69 лет;Российская Федерация;Женщины;сельское население;20,23;20,44;21,17;24,42;26,11;24,9;24,46;24,82;23,93;25,36;25,64;25,8;26,73;26,29;25,8;26,07;24,53;23,35;23,61;22,52;22,73;21,1;19,3;18,1;18;17,9;17,9;16,9;17;16,2;19,7;25
65-69 лет;Российская Федерация;Мужчины;все население;46,57;47,23;49,27;59,09;63,48;60,59;57,59;56,4;54,77;58,14;59,51;59,91;61,24;60,44;58,78;58,1;54,16;52,56;52,92;50,66;49,93;45,2;42,6;40,9;41,4;41,5;41,9;40,1;40,4;39,1;46,7;51,7
65-69 лет;Российская Федерация;Мужчины;городское население;46,5;47,33;49,39;59,38;64,05;61,64;57,59;55,86;54,61;58;59,37;60,03;60,66;59,64;57,44;56,23;52,4;50,92;51,1;48,73;48,21;43,9;41,8;40,2;41;41,1;41,6;39,7;40;38,8;47;52,1
65-69 лет;Российская Федерация;Мужчины;сельское население;46,74;46,98;48,97;58,38;62,12;58,23;57,55;57,47;55,04;58,36;59,73;59,59;62,39;62,17;61,82;62,47;58,45;56,66;57,52;55,74;54,75;49,2;45,2;43,1;42,6;42,8;42,9;41;41,6;39,8;46;50,9
65-69 лет;Российская Федерация;Оба пола;все население;29,56;30;31,47;37,36;40,42;38,97;37,42;36,92;35,9;37,95;38,65;38,72;39,39;38,56;37,17;36,57;34,06;32,87;32,87;31,46;31,18;28,6;27;26;26,2;26,2;26,4;25,1;25,3;24,4;29,6;34,8
65-69 лет;Российская Федерация;Оба пола;городское население;30,08;30,53;32;37,94;41,03;39,69;37,48;36,51;35,66;37,6;38,28;38,38;38,64;37,67;35,99;35,07;32,66;31,64;31,5;30,13;29,89;27,5;26,1;25,3;25,6;25,6;25,8;24,5;24,7;23,8;29,1;34,3
65-69 лет;Российская Федерация;Оба пола;сельское население;28,37;28,76;30,25;36,07;39,04;37,38;37,29;37,77;36,41;38,68;39,43;39,45;41,09;40,64;40,04;40,28;37,62;36,07;36,46;35,06;34,88;32;29,6;28,3;28,1;28,2;28,3;27;27,3;26,1;30,8;36
70-74 лет;Российская Федерация;Женщины;все население;37,09;36,69;37,81;41,71;42,96;41,2;40,16;39,89;39,66;40,93;41,17;41,21;42,34;42,18;40,19;39,3;37,38;34,6;32,97;32,35;32,15;30;29,8;29,2;28,4;28;26,6;24,4;23,9;24,1;30,2;39
70-74 лет;Российская Федерация;Женщины;городское население;38,35;37,98;38,74;42,54;43,66;41,95;40,63;40,15;40,19;41,63;41,73;41,75;42,42;42,04;39,93;38,38;36,15;33,67;31,9;31,19;31,1;29;29;28,5;27,6;27,1;25,8;23,7;23,5;23,7;30,1;39,1
70-74 лет;Российская Федерация;Женщины;сельское население;34,4;33,88;35,78;39,9;41,4;39,53;39,12;39,33;38,49;39,38;39,94;40,03;42,16;42,48;40,76;41,36;40,24;36,86;35,67;35,38;34,93;32,5;31,9;31,1;30,5;30,5;29,1;26,8;25,5;25,3;30,8;38,7
70-74 лет;Российская Федерация;Мужчины;все население;67,72;67,31;69,64;79,12;82,19;77,62;75,16;74,57;73,99;78,75;81,03;81,48;84,18;84,1;80,57;80,08;74,77;70,54;69,39;68,71;68,6;64,3;64;62,1;60,4;58,9;55,9;52,5;52,4;52,3;65,3;73,8
70-74 лет;Российская Федерация;Мужчины;городское население;68,03;67,48;69,53;79,12;81,86;77,7;74,28;73,61;73,26;78,53;81;81,72;83,77;83,33;79,62;77,83;72,68;68,14;66,78;66,52;66,49;62,5;62,8;60,8;59,4;57,7;54,9;51,9;52,2;52;66,2;75
70-74 лет;Российская Федерация;Мужчины;сельское население;66,97;66,88;69,89;79,09;82,89;77,38;77,22;76,87;75,71;79,22;81,06;80,9;84,85;85,45;82,31;84,47;79,02;75,78;75,39;73,94;73,79;68,8;67,2;65,2;63,1;62,3;58,6;54,2;53,1;53,1;62,7;70,5
70-74 лет;Российская Федерация;Оба пола;все население;45,7;45,34;46,74;52,07;53,78;51,31;50,14;50,26;50,46;53,3;54,6;55,02;56,77;56,62;54,07;53,3;50,22;46,97;45,47;44,74;44,48;41,5;41,2;40,1;39,1;38,4;36,7;34,3;34;34,1;42,6;51,3
70-74 лет;Российская Федерация;Оба пола;городское население;46,94;46,51;47,55;52,83;54,31;51,95;50,34;50,31;50,73;53,81;54,98;55,35;56,45;55,96;53,25;51,61;48,42;45,29;43,67;43,03;42,91;40,1;40,2;39,1;38,1;37,3;35,7;33,5;33,5;33,5;42,5;51,3
70-74 лет;Российская Федерация;Оба пола;сельское население;42,98;42,7;44,94;50,37;52,57;49,86;49,69;50,17;49,84;52,18;53,76;54,29;57,4;57,98;55,78;56,93;54,23;50,88;49,89;49,02;48,53;45,1;44,1;42,8;41,6;41,5;39,6;36,9;35,9;36;43,1;51
75-79 лет;Российская Федерация;Женщины;все население;62,27;62,2;63,39;69,83;72,63;68,45;66,5;67,38;65,9;67,65;67,47;67,3;69,36;69,47;65,9;65,69;63,57;61,22;60,47;58,03;57,81;52,8;50,6;47,4;47,3;47,1;46,3;45,5;45,6;43,6;51,9;61,2
75-79 лет;Российская Федерация;Женщины;городское население;64,98;64,53;65,63;71,54;74,2;69,88;67,49;67,69;66,43;68,44;68,12;68,26;69,73;69,51;66,17;64,87;62,59;60,13;59,35;56,71;56,8;51,3;49,6;46,6;46,5;46,3;45,7;44,9;44,9;43,2;51,9;61,3
75-79 лет;Российская Федерация;Женщины;сельское население;57,1;57,65;58,97;66,42;69,44;65,49;64,39;66,71;64,73;65,86;66;65,09;68,51;69,38;65,29;67,47;65,75;63,67;63,02;61,08;60,21;56,3;53,2;49,7;49,5;49,2;48,1;47,2;47,3;44,9;52;61,2
75-79 лет;Российская Федерация;Мужчины;все население;100,16;100,75;101,25;114,37;118,05;109,68;104,46;104,91;101,81;104,56;106,36;106,08;109,34;111,94;108,79;109,5;105,44;103,25;102,04;99,16;97,64;91,3;87,5;83,4;83,5;83,3;82,5;81,1;79,7;76,5;91,9;100,1
75-79 лет;Российская Федерация;Мужчины;городское население;101,39;101,67;101,97;114,81;117,8;109,74;103,76;102,67;99,84;102,59;104,97;104,87;108,24;110,41;108,18;107,76;103,11;100,49;99,16;95,76;94,87;88,5;85,7;81,5;82,5;82,1;82;80,4;79,2;76,4;93,1;101,2
75-79 лет;Российская Федерация;Мужчины;сельское население;97,33;98,61;99,52;113,29;118,61;109,5;106,18;110,45;106,69;109,37;109,72;109,05;112,1;115,61;110,18;113,31;110,37;108,97;107,96;106,25;103,56;97,4;91,5;87,9;86,2;86,4;83,9;82,9;80,8;76,8;88,6;96,5
75-79 лет;Российская Федерация;Оба пола;все население;71,56;71,6;72,64;80,78;83,9;78,74;75,97;76,6;74,58;76,55;76,92;77,01;79,89;81,2;78,16;78,56;76,07;73,82;72,93;70,37;69,8;64,4;61,8;58,4;58,2;58;57,1;56;55,7;53,4;64;73,2
75-79 лет;Российская Федерация;Оба пола;городское население;74,31;74;74,93;82,7;85,53;80,25;76,86;76,55;74,71;76,84;77,23;77,64;80,12;81,02;78,32;77,52;74,61;72,05;71,06;68,19;68,03;62,3;60,4;57;57,2;56,9;56,4;55,3;55;53;64,2;73,5
75-79 лет;Российская Федерация;Оба пола;сельское население;66,08;66,69;67,89;76,76;80,43;75,48;73,99;76,73;74,28;75,87;76,2;75,55;79,35;81,6;77,79;80,84;79,25;77,68;77,07;75,26;73,88;69,3;65,4;61,8;61;60,8;59,1;58,2;57,5;54,6;63,4;72,5
80-84 года;Российская Федерация;Женщины;все население;105,93;104,75;103,94;113,86;118,69;115,03;113,74;113,94;111,95;117,06;114,92;113,12;115,78;114,13;108,19;106,75;104,3;101,57;101,56;97,76;98,83;92,3;92,1;89,8;87,9;86,7;83,6;78,6;75,5;74,2;88,8;106
80-84 года;Российская Федерация;Женщины;городское население;108,81;108,54;107,62;117,94;122,33;119,06;115,35;115,06;113,26;118,66;116,2;114,54;115,99;113,54;107,08;104,66;102,27;99,83;100;95,98;98,11;90,9;91,5;89,1;87,2;86,1;82,9;77,9;75,1;74,1;90,1;108,3
80-84 года;Российская Федерация;Женщины;сельское население;100,62;97,78;97,25;106,5;112,08;107,6;110,67;111,74;109,27;113,7;112,15;109,93;115,28;115,52;110,88;111,85;109,3;105,84;105,33;102;100,55;95,6;93,3;91,6;89,5;88,1;85,4;80,5;76,5;74,5;85,5;99,6
80-84 года;Российская Федерация;Мужчины;все население;146,6;145,65;145,28;162,81;165,58;156,61;153,79;152,06;148,69;154,96;153,39;149,54;152,75;150,03;144,29;143,07;138,1;136,65;138,92;135,88;138,05;129,9;129,2;124,7;121,4;118,8;116;110,2;107,3;105,9;133,9;149,6
80-84 года;Российская Федерация;Мужчины;городское население;148,11;147,9;146,52;164,16;166,77;157,9;152,12;150,51;146,34;153,59;151,3;147,75;149,42;146,49;140,36;139,26;133,71;133,29;135,52;132,25;135,46;126,7;126,3;121,6;118,5;116,4;114,2;108,8;106,4;106;138;155
80-84 года;Российская Федерация;Мужчины;сельское население;143,46;140,92;142,6;159,75;162,78;153,52;157,78;156;154,77;158,62;158,99;154,42;161,88;159,82;155,14;153,67;150,44;146,08;148,05;145,13;144,38;137,5;135,8;131,3;127,9;124,3;120;113,8;109,3;105,8;123,7;135,9
80-84 года;Российская Федерация;Оба пола;все население;114,46;113,42;112,77;124,42;128,91;124,02;122,26;121,99;119,73;125,18;123,28;121,11;123,83;121,8;115,78;114,41;111,62;109,54;110,46;107,15;108,78;102;101,7;98,9;96,7;95,2;92,2;87,1;84;82,7;100,7;117,3
80-84 года;Российская Федерация;Оба пола;городское население;117,31;117,19;116,32;128,49;132,67;128,06;123,73;123,05;120,73;126,6;124,28;122,23;123,66;120,92;114,37;112,23;109,33;107,68;108,68;105,06;107,67;100,2;100,5;97,5;95,3;94;91,1;86;83,4;82,5;102,5;120,3
80-84 года;Российская Федерация;Оба пола;сельское население;109,06;106,27;106,08;116,72;121,7;116,16;119,3;119,79;117,59;122,04;121,04;118,5;124,23;123,94;119,27;119,87;117,41;114,24;114,89;112,21;111,45;106,4;104,6;102,3;100;98,1;95;89,8;85,7;83,2;95,9;109,4
85 и старше;Российская Федерация;Женщины;все население;197,48;193,9;196,22;219,08;221,58;216,32;211,74;211,5;208,61;219,5;220,52;219,49;228,04;226,22;209,64;207,92;201,95;195,41;194,12;187,72;188,21;172,6;172;170,6;169,9;171,4;170,8;169,2;169,5;165,9;189,5;213,3
85 и старше;Российская Федерация;Женщины;городское население;199,05;196,49;200,48;223,45;224,53;221,98;212,86;213,25;210,25;222,09;222,56;220,53;225,65;222,76;208,29;205,64;198,57;191,44;189,4;182,42;184,8;169,5;169,8;169,3;169,2;171,3;172,1;170,4;171,9;169,5;196,5;223,4
85 и старше;Российская Федерация;Женщины;сельское население;194,76;189,37;188,81;211,48;216,43;206,69;209,78;208,49;205,7;214,8;216,69;217,44;232,72;233,21;212,37;212,68;209,41;204,72;205,78;201,26;197,17;180,9;178,2;173,9;171,7;171,9;167,3;166,2;163,4;156,9;172,1;188,8
85 и старше;Российская Федерация;Мужчины;все население;229,54;228,89;232,86;257,06;257,87;241,15;230,93;231,13;225,11;237,84;240,44;237,22;246,21;246,27;233,98;232,55;224,97;218,67;212,03;203,44;198,6;181;179,5;175,7;176,9;175,6;172;167,4;164,6;156,1;192,5;203,9
85 и старше;Российская Федерация;Мужчины;городское население;228,11;229,68;235,03;260,98;261,13;243,3;231,28;229,41;222,9;237,31;238,16;234,84;239,13;237,97;225,27;222,71;215,03;210,02;203,94;195,29;194,69;177,1;177,8;174,8;176,1;174,8;171,4;166,7;164;157,9;198,1;211,8
85 и старше;Российская Федерация;Мужчины;сельское население;232,31;227,25;228,4;248,86;250,86;236,39;230;234,83;230,16;239,1;246,15;243,6;266,41;271,12;261,33;264,91;258,74;248,63;239,83;230,57;211,87;194,8;185,4;178,8;179,5;178,1;173,7;169,5;166,1;151,3;178,5;184,6
85 и старше;Российская Федерация;Оба пола;все население;202,79;199,74;202,51;225,91;228,39;221,16;215,5;215,22;211,79;223,07;224,43;223,09;231,81;230,31;214,37;212,65;206,28;199,67;197,48;190,69;190,32;174,4;173,7;171,8;171,5;172,5;171,2;168,9;168,5;163,7;190,2;211,1
85 и старше;Российская Федерация;Оба пола;городское население;204,07;202,29;206,75;230,69;231,95;226,63;216,84;216,67;213,02;225,44;226,08;223,91;229;226,44;212,24;209,59;202,2;195,28;192,44;185,08;186,96;171,3;171,7;170,7;170,9;172,2;172,1;169,7;170,3;166,9;196,9;220,7
85 и старше;Российская Федерация;Оба пола;сельское население;200,49;195,15;194,92;217,24;221,81;211,36;212,97;212,53;209,42;218,47;221,09;221,29;237,54;238,55;218,95;219,51;215,9;210,64;210,61;205,66;199,54;183,1;179,4;174,8;173,2;173,2;168,7;166,9;164;155,5;173,6;187,8
1-4 лет;Российская Федерация;Женщины;все население;0,86;0,86;0,84;0,98;0,94;0,96;0,86;0,92;0,83;0,93;0,89;0,82;0,75;0,71;0,68;0,67;0,61;0,52;0,5;0,46;0,48;0,4;0,4;0,4;0,4;0,3;0,3;0,3;0,3;0,3;0,2;0,3
1-4 лет;Российская Федерация;Женщины;городское население;0,69;0,71;0,69;0,81;0,76;0,78;0,67;0,72;0,64;0,74;0,7;0,69;0,63;0,59;0,57;0,56;0,49;0,44;0,43;0,39;0,4;0,4;0,4;0,3;0,3;0,3;0,3;0,3;0,2;0,2;0,2;0,2
1-4 лет;Российская Федерация;Женщины;сельское население;1,26;1,22;1,19;1,37;1,34;1,34;1,25;1,35;1,24;1,32;1,3;1,12;1,01;0,99;0,92;0,91;0,88;0,71;0,68;0,63;0,67;0,6;0,6;0,5;0,5;0,5;0,4;0,4;0,4;0,4;0,3;0,3
1-4 лет;Российская Федерация;Мужчины;все население;1,11;1,14;1,14;1,22;1,19;1,23;1,12;1,09;1,07;1,15;1,11;1,11;0,96;0,96;0,84;0,84;0,79;0,72;0,66;0,6;0,6;0,6;0,5;0,5;0,5;0,4;0,4;0,4;0,3;0,3;0,3;0,3
1-4 лет;Российская Федерация;Мужчины;городское население;0,88;0,91;0,91;1;0,96;1,01;0,88;0,86;0,85;0,94;0,93;0,92;0,81;0,8;0,71;0,7;0,67;0,6;0,56;0,51;0,52;0,5;0,5;0,4;0,4;0,4;0,4;0,3;0,3;0,3;0,2;0,3
1-4 лет;Российская Федерация;Мужчины;сельское население;1,68;1,69;1,65;1,71;1,67;1,7;1,6;1,58;1,54;1,61;1,51;1,53;1,31;1,32;1,13;1,17;1,08;1;0,9;0,83;0,81;0,8;0,7;0,7;0,7;0,6;0,5;0,5;0,5;0,4;0,4;0,4
1-4 лет;Российская Федерация;Оба пола;все население;0,99;1;0,99;1,1;1,07;1,1;0,99;1,01;0,95;1,04;1;0,97;0,86;0,84;0,76;0,76;0,7;0,62;0,58;0,54;0,54;0,5;0,5;0,4;0,4;0,4;0,4;0,3;0,3;0,3;0,3;0,3
1-4 лет;Российская Федерация;Оба пола;городское население;0,78;0,81;0,8;0,91;0,86;0,9;0,78;0,79;0,75;0,84;0,82;0,81;0,72;0,7;0,64;0,63;0,58;0,52;0,49;0,45;0,46;0,4;0,4;0,4;0,4;0,3;0,3;0,3;0,3;0,2;0,2;0,3
