Возраст матери;Субъект;Тип;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
45-49 лет;            Ямало-Ненецкий автономный округ (Тюменская область);сельское население;;;;2;0,5;1,9;1,3;1,2;1,1;0,7;1,9;0,9;0,9;0,6;0,9;0,9;0,6;1,4;0,3;0,3;0,9;0,7;0,3;1;0,3;1;0,3;0,7;0,3;0,6;1;0,3
50-54 лет;            Ямало-Ненецкий автономный округ (Тюменская область);все население;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0,1
50-54 лет;            Ямало-Ненецкий автономный округ (Тюменская область);городское население;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0;0;0,1
50-54 лет;            Ямало-Ненецкий автономный округ (Тюменская область);сельское население;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Алтайский край;все население;65,1;65,7;60,3;54,5;55,2;50,6;44,6;41,3;40,5;35,1;35,4;33,3;33,8;33,4;34;33,8;33,9;35,2;36,7;35;33,4;31,8;33,3;34,3;33,2;28,9;26,6;23,6;20,4;17,5;16,4;15,5
15-19 лет;        Алтайский край;городское население;51,4;51,8;45,7;40,9;41,9;36,2;31,2;28,6;27,5;23,5;21,3;19,8;20;21,3;22,3;23,2;22;21,5;22,2;20,7;19;17,9;21,2;24,3;21,4;20,7;16,8;16,4;12,9;11,3;11,1;8,8
15-19 лет;        Алтайский край;сельское население;93,2;91,2;82,2;72,3;71,9;68,6;61,5;57,7;57,9;51,5;56,8;55,6;56,9;52,4;50,2;47,9;51,1;57,4;62,4;61,8;60,1;56,1;51,4;47,1;47,1;38,4;37,9;31,9;29;24,8;22,7;23,6
20-24 лет;        Алтайский край;все население;163,5;151,6;136,8;117;115,3;107,2;101,6;97;99,4;98,4;101,5;101,6;102,8;103,1;100,6;94,5;93,8;97,4;102,3;101,6;96,9;97,1;101,5;100,2;98,6;95,8;88,9;83,9;81,6;75,2;73,2;69,6
20-24 лет;        Алтайский край;городское население;144,5;133;114;98,8;98,5;91;86,3;80,1;82,6;83,4;86,1;84,2;83,3;83,5;82;77,1;76,9;76,9;81,1;77,2;69,1;66,4;66,1;63,9;62,1;67,6;67,3;65;67,3;66,1;67,1;63,7
20-24 лет;        Алтайский край;сельское население;197,2;182,1;170,2;143;140,1;131,8;125,3;122,9;124,8;120,9;124,4;128,1;133,9;136;132,4;124;120,7;129;135,1;141;146,4;162,2;193,2;207,1;206,1;169,4;133,8;113,7;99,6;85,8;80,2;76,7
25-29 лет;        Алтайский край;все население;83,3;72,7;63,6;56,8;59;55,6;57,5;59,1;61,7;61,6;66,5;67,6;74,3;78;78,9;74,4;71,4;85;94,2;97,7;100,1;102,2;112,4;112,7;114,1;112,7;111,7;99,1;92,2;84,3;81,4;83,7
25-29 лет;        Алтайский край;городское население;77,9;67,1;56,4;52,1;53,7;50,4;54,8;53,8;55,9;55,4;60,6;63,5;70,5;72,8;76,3;72,2;69,9;77,8;87,4;90,4;92,5;93,3;101,2;99,6;99,1;100,4;94,3;79,2;72;65,9;66;73,9
25-29 лет;        Алтайский край;сельское население;91,6;80,9;72,9;62,6;65,3;61,9;61;66,2;70;70,6;75,2;73,7;79,8;85,4;82,6;77,6;73,6;95,5;104,4;108,8;111,8;116,5;131,5;136,8;144,9;141,1;157,6;160,2;161,4;146,3;126,7;106,6
30-34 лет;        Алтайский край;все население;43,5;36,1;29,6;23,9;23;22;22,8;25,2;27,3;28,5;32,5;35,1;39,9;42,4;41,2;41,4;41;51,1;59,4;61;65,6;67,4;76,5;78,1;79,5;80,6;81,2;75;72,6;69,3;66,3;64,1
30-34 лет;        Алтайский край;городское население;39,9;32,7;26,2;21,5;21,1;20,4;20,7;23,3;25,9;27,8;31,1;34,3;39,1;41,3;40,9;42,3;41,8;50,6;57;61,1;66,2;66,5;75,4;77,8;78,8;82,6;81,1;71,5;68,5;62,9;57,5;53,3
30-34 лет;        Алтайский край;сельское население;48,9;41;33,9;26,9;25,3;24;25,3;27,6;29;29,5;34,2;36,1;40,9;43,9;41,5;40,1;40;51,7;62,7;60,9;64,6;68,9;78;78,6;80,7;77,3;81,4;81,4;80,8;83,6;88,9;96,6
35-39 лет;        Алтайский край;все население;17;14;11,9;9,2;8,2;7,8;7,6;8,2;8,5;9;9,3;10,9;11,1;14,1;14,1;14,7;15,3;19,6;23,3;25,3;28,5;29,4;36;36,5;36,5;36,8;38,8;38,7;37,2;36,2;36,2;36,5
35-39 лет;        Алтайский край;городское население;14,6;12,1;9,7;7,5;7;6,6;6,5;7,2;7,7;7,9;8,5;10,5;10,9;13,8;14,4;15,3;16,2;18,7;23,5;24,3;28,2;30,1;35,9;37,2;37;37,5;40,3;39,1;37,1;35,5;34,2;34,4
35-39 лет;        Алтайский край;сельское население;21;17;14,9;11,3;9,8;9,1;8,8;9,4;9,5;10,1;10,2;11,3;11,4;14,4;13,6;13,9;14;20,8;23;26,7;28,9;28,4;36,2;35,5;35,8;35,8;36,7;38,1;37,2;37,4;39,5;40,3
40-44 лет;        Алтайский край;все население;3,7;3,3;2,6;2,1;1,8;1,5;1,5;1,6;1,6;1,9;1,7;1,7;2,1;2,3;2,2;2,4;2,3;2,6;3,7;4;4,6;5,8;6,1;7;7,8;7,8;8,2;7,8;8,1;7,6;7,9;8,3
40-44 лет;        Алтайский край;городское население;3,4;2,9;1,9;1,5;1,2;1,2;1,3;1,2;1,4;1,4;1,5;1,5;2;2,1;2,2;2,3;2,2;2,5;3,7;3,7;4,4;5,4;6,3;7,4;7,6;8,1;8,3;7,9;8;7,5;8,1;8,2
40-44 лет;        Алтайский край;сельское население;4,4;3,9;3,7;2,9;2,5;2;1,8;2,1;1,9;2,4;2;2;2,2;2,5;2,2;2,5;2,4;2,6;3,6;4,3;4,9;6,4;6;6,5;8;7,3;8;7,6;8,3;7,8;7,7;8,3
45-49 лет;        Алтайский край;все население;0,1;0,2;0,3;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0,1;0,1;0,1;0,1;0,1;0,2;0,2;0,2;0,3;0,4;0,4;0,4;0,5;0,5;0,2;0,4;0,3
45-49 лет;        Алтайский край;городское население;0,1;0;0,1;0,1;0,1;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0,1;0;0,1;0,1;0,1;0,2;0,2;0,2;0,4;0,6;0,5;0,5;0,6;0,6;0,2;0,6;0,2
45-49 лет;        Алтайский край;сельское население;0,1;0,5;0,5;0,1;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0,1;0,3;0,2;0,2;0,3;0,3;0,4;0,1;0,1;0,4
50-54 лет;        Алтайский край;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0,1;0,1;0;0,1;0;0;0
50-54 лет;        Алтайский край;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0,1;0,2;0,1;0,1;0,1;0;0
50-54 лет;        Алтайский край;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Амурская область;все население;80,9;76,3;70,1;63,8;66,4;58,2;51,8;47,3;46,1;40,3;37,6;39,4;39,1;41,9;40,1;40,4;41,3;43,5;40,3;43,6;41,6;39,1;40,4;40,1;40,4;35,7;31,5;27,6;24,5;20,5;20,4;18,7
15-19 лет;        Амурская область;городское население;66,5;63,4;56,6;53,2;57,5;49,6;43,5;39,5;37;30,5;27,8;30,1;29;31;29,9;30,8;32;32,1;29;30,6;29;28,3;30,6;28,1;29,3;28,3;25,1;24,3;21,1;17,2;16,9;16,4
15-19 лет;        Амурская область;сельское население;127,1;115;106,2;89,2;87,9;79,6;71,7;65,9;68,5;65,4;65,5;67,7;69,1;74,2;69,5;65,4;64,2;73,1;71,3;80,4;76,9;69,6;67,1;72,1;68,6;52,5;44,4;33,9;30,8;26,6;27,1;23,3
20-24 лет;        Амурская область;все население;176,6;163,9;145,2;130,4;131;126,5;116,9;109,8;111,8;104,5;105,6;107,8;112,6;114,6;111,5;107,8;105,1;107,2;106,7;107,2;108,1;108;113;109,4;106,2;100,8;96,1;88,6;86,1;79,4;74,3;77,6
20-24 лет;        Амурская область;городское население;160,4;151,7;133,4;117,9;119;115,5;105,5;100,9;100,7;92,2;95,1;93,7;98,2;97;94,4;93,7;87,7;89,1;88,9;89,9;88,3;85,7;87;81,1;75,5;81,6;79,6;79;79,6;76,3;73,6;73,8
20-24 лет;        Амурская область;сельское население;217,3;194,6;174,5;162,2;163,4;156,6;146,8;133,2;141,6;137,8;134,4;145,7;150,5;160,8;157,7;145,3;149,4;152,1;150;149,6;158,3;169,7;194,8;210,9;225,2;174,3;151,5;114,3;100,6;85,8;75,7;84,7
25-29 лет;        Амурская область;все население;94,4;82,7;69,5;59,8;63,8;64,6;66,5;64,3;68;64,5;69,1;73,8;78,3;83,2;85,5;81,3;78,7;82,9;92,7;96;99,1;98,3;108,3;110,3;110,3;110,2;112,1;104,5;99,6;92,3;95,6;91,1
25-29 лет;        Амурская область;городское население;86,2;76,1;66,8;55,1;59,5;60,5;63,7;60,1;64,4;58,6;66;70;74,8;81;81,3;78,6;72,6;77,4;86,7;89,1;91,5;89,8;100,2;98,1;96,9;101,2;103,1;94,1;88;80,5;86,2;83,3
25-29 лет;        Амурская область;сельское население;113,4;97,9;75,4;70,2;73,3;74;72,9;74,1;76,6;78,9;76,9;83;86,8;88,7;95,8;87,9;93,5;96,2;107,4;112,8;117,9;119,8;128,8;141,8;146,1;136,2;140,7;142,4;146,4;141,5;132;116,9
30-34 лет;        Амурская область;все население;50,2;41,8;34,8;26,8;27,3;25;28,2;27,4;31,7;32,3;31,8;38,6;40,2;44,4;46,5;46;46,2;53,7;57,3;59;64,2;64,5;71;73,6;74,4;81,3;78;76,9;74,2;70,2;70,6;68,9
30-34 лет;        Амурская область;городское население;45;37,7;31,5;24,8;26,2;24;26,7;26,3;29,7;31;29,5;36,3;39,2;43,1;45,4;46,2;45,6;51,8;55,6;56,6;63,2;62,8;69;70,1;69,9;79,7;76,7;74,1;71,7;66,8;66;62,9
30-34 лет;        Амурская область;сельское население;62,5;51;42;31;29,7;27,1;31,3;29,8;36;35,3;37;43,7;42,5;47,4;48,9;45,5;47,7;58,3;61,5;64,9;66,5;68,9;75,8;82,6;85,8;85,5;81,7;84,4;81,4;80,5;85,9;91,3
35-39 лет;        Амурская область;все население;22,8;17,6;15,2;9,1;9,3;9,1;9,8;9,2;9,5;9,2;10,4;11,1;13,1;15,6;15,4;15,9;17,4;20,9;22,2;23,9;25,5;27,9;31,5;33;34,6;33,8;38;36,7;36,7;35,4;38,1;35,9
35-39 лет;        Амурская область;городское население;17,8;15;13,1;8,6;8,5;7,7;8,5;8,1;8,8;7,6;9,3;10,1;12,1;15;14,4;15,1;16,8;20,8;21;23,9;24,6;28,4;31,7;32,1;32,8;33,9;38,1;37,5;35,8;33,5;39,2;34,4
35-39 лет;        Амурская область;сельское население;35,5;23,8;19,9;10;11;12,2;12,4;11,5;10,8;12,2;12,6;13,1;15;16,7;17,3;17,7;18,9;21;24,9;23,9;27,7;26,5;31,1;35;38,8;33,6;37,8;34,6;38,9;40,5;35,2;40,4
40-44 лет;        Амурская область;все население;5,9;4,7;3,7;2,8;2;2,2;2,2;2,2;1,8;2;2;2;1,9;2,2;2,5;2,7;1,6;3;3,6;4;3,7;5,2;5,3;5,1;5,6;6,8;7,2;6,9;7,3;6,5;7,2;7,7
40-44 лет;        Амурская область;городское население;4,3;4;3;2;1,2;1,7;1,8;1,9;1,7;1,3;1,5;1,6;1,7;2;1,9;2,6;1,3;2,9;3,8;4,2;3,7;4,7;5,3;5;5,2;6,8;6,8;6,7;7,7;6,4;6,9;7,3
40-44 лет;        Амурская область;сельское население;10,1;6,4;5,1;4,7;3,7;3,2;3;2,8;2;3,3;2,8;2,9;2,4;2,7;3,5;2,8;2,2;3,1;3,3;3,6;3,6;6,4;5,3;5,4;6,5;6,6;8,2;7,5;6,4;6,7;7,7;8,6
45-49 лет;        Амурская область;все население;0,3;0,3;0,3;0,3;0,1;0,3;0,1;0,1;0,1;0,1;0,1;0,1;0;0,2;0;0,1;0,1;0,1;0,1;0,2;0,1;0;0,2;0,2;0,2;0,3;0,2;0,2;0,3;0,4;0,5;0,2
45-49 лет;        Амурская область;городское население;0,1;0,1;0,3;0,2;0,2;0,2;0,1;0;0;0;0,1;0;0;0;0;0;0,1;0;0,1;0,1;0,1;0;0,2;0,2;0,2;0,3;0,2;0,3;0,4;0,4;0,6;0,1
45-49 лет;        Амурская область;сельское население;0,8;0,5;0,5;0,6;0;0,4;0,2;0,2;0,3;0,2;0,1;0,2;0,1;0,4;0,1;0,2;0,1;0,2;0;0,2;0,1;0;0,1;0,2;0,2;0,4;0,1;0;0,1;0,5;0,1;0,3
50-54 лет;        Амурская область;все население;0;0,1;0,1;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50-54 лет;        Амурская область;городское население;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50-54 лет;        Амурская область;сельское население;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Архангельская область;все население;52,7;52,1;46,4;43,1;43,1;39,8;37,1;35,1;33,7;28;26,9;29,4;29;29,4;28,4;28,8;31,8;32,5;32,9;32,3;29,9;28;26,8;25;24,6;23,1;18,3;15,6;13,5;9,8;10,1;9,1
15-19 лет;        Архангельская область;городское население;48,4;46;40,6;37,9;40,4;36;34,7;32,1;30,5;24,5;22,9;25,7;24,6;25,7;24,7;24,7;26,9;26,3;26,4;25;22,1;21,2;20,5;19,7;19,7;18,6;15;11,5;10,5;7,4;8,3;7,4
15-19 лет;        Архангельская область;сельское население;70,7;76,4;68,1;61,6;52,5;53,5;45,6;45,9;45,3;41,7;43,9;46,2;48,4;43,8;41,3;41,8;47,2;53,2;56,2;59,9;61;56,7;54,5;47,8;45,3;42,8;33,7;34,9;28,4;22;20;18,9
20-24 лет;        Архангельская область;все население;167,3;156,3;143;125;127,4;116,6;111,2;103,7;103,4;95,4;97,7;101,2;107,4;105,3;103,2;98,9;96,6;98,7;98,2;98,3;96;97,1;104,3;102,3;98,7;89,6;82,3;73,6;64,5;61,9;55,3;52,6
20-24 лет;        Архангельская область;городское население;151,7;138,5;127,5;110,2;116,4;107,5;104,6;96,1;95,9;88,4;88,5;92,1;96,9;95,2;89,8;87,5;81,4;82,9;81,1;81,3;79,3;75,1;76,5;75,6;69,7;69,2;63,6;58,9;54,1;53,2;48,7;44,8
20-24 лет;        Архангельская область;сельское население;217,7;216,6;197,7;179,4;169,6;153;138,2;135,6;136;126,7;139,6;143,7;156,9;151,9;164,2;147,5;157,3;161,8;166,7;167,7;168,6;207,2;278,8;312,6;378,6;319,4;277,8;183,7;122,2;102,4;85,8;92
25-29 лет;        Архангельская область;все население;97;82,6;71,7;64,1;67;66;67;66,8;71,4;66,9;68,5;74,9;79,2;83,1;82,6;81,6;81,4;90,6;91,3;98,5;99,9;101,8;106,5;111,4;116,2;121,2;123,9;112,2;107;96,3;93,8;86,5
25-29 лет;        Архангельская область;городское население;87,8;74,8;64;58,7;62,4;62,3;61,8;63,1;66,5;61,8;64,3;71,6;75,8;80,2;80;78,5;77,5;83;83,7;90,1;91,8;91,6;95,6;97,9;100,2;108,3;107,4;94,7;86,3;77,3;76,3;74,5
25-29 лет;        Архангельская область;сельское население;125,6;106,8;94,8;80,4;81,1;77,8;84,5;80,5;90,6;87,6;85,8;89,1;94,2;95,4;93,9;94,7;97,3;122,3;123,6;135,6;136,9;151,3;163,8;187;215,3;213,1;266,1;315,6;453,6;516,8;389,2;210,7
30-34 лет;        Архангельская область;все население;50,3;42,5;34,5;28,8;30,1;28,3;28,7;29,6;33,6;30,5;34,7;38,6;43,2;45,5;47,9;44,8;47,9;57,7;59,3;62,9;68,4;69,1;76;79,9;83,4;87,9;91,5;85,1;81,7;79,5;76;77,8
30-34 лет;        Архангельская область;городское население;45,1;37,9;30,3;26;28,2;26,6;27,1;27,4;32,5;28,9;33,6;37,1;42,6;44,3;47,4;44,5;45,5;55,7;57,6;61;66,8;66,7;73;75,5;77,5;84,8;86,9;76,8;74,1;70;67,8;65,2
30-34 лет;        Архангельская область;сельское население;66,9;57,1;47,4;37,1;35,9;33,5;33,6;36,6;37,1;35,7;38,3;44;45,6;50,4;50;45,7;56,9;65,6;66,5;71,3;75,1;80;90,6;102;115,3;106,1;121,9;146,3;145,9;173,4;177,5;280,3
35-39 лет;        Архангельская область;все население;20,3;17,6;14,8;10,6;9,4;9,1;8,6;9,3;10,3;10,9;11,2;12,5;14;14,3;16,4;16,4;17,5;21,3;24,2;25,9;30,4;28,1;33,9;37,8;38,2;40,8;41,9;40,9;40,9;41,3;40;40,9
35-39 лет;        Архангельская область;городское население;17,5;15,4;12,6;8,7;7,7;8,1;8;8,6;9,7;9,4;10,5;11,9;12,8;13,9;16,1;16,8;17,6;19,9;22,8;24,5;29,7;27,9;33,7;37,4;36,7;40,9;40,5;39,7;39,4;38,7;36,7;37,1
35-39 лет;        Архангельская область;сельское население;30,6;25,3;22,2;16,8;14,8;12,2;10,6;11,4;12,5;15,5;13,5;14,6;17,6;15,6;17,2;15,1;17,4;26,1;29,2;31,1;32,7;28,8;34,7;39,7;45,3;40,4;48,8;47,4;49,6;58;63,1;71,4
40-44 лет;        Архангельская область;все население;4,4;3,4;3;2;2;1,8;1,7;1,9;1,7;1,9;1,5;1,9;1,8;1,7;2,2;2,2;2,3;3,5;3,7;4,1;4,7;4,1;5,9;6,6;7,7;8;8,2;7,8;8,5;8,6;8,6;9
40-44 лет;        Архангельская область;городское население;3,8;2,8;2,3;1,6;1,4;1,4;1,4;1,5;1,2;1,5;1,2;1,8;1,7;1,5;2,2;2;2,3;3,5;3,2;3,8;4,3;3,8;5,9;6,9;7,4;7,7;7,9;7,8;8,9;8,6;8,2;8,5
40-44 лет;        Архангельская область;сельское население;7;6,1;5,7;3,4;4,1;2,8;3;3,2;3,2;3,2;2,3;2,5;2,2;2,5;1,9;2,7;2,3;3,5;5,1;5;6;5,1;5,7;5,7;8,6;9,1;9,5;8,1;6,7;8,6;10,7;11,8
45-49 лет;        Архангельская область;все население;0,2;0,2;0,2;0,3;0,1;0,1;0,1;0;0,1;0,1;0,1;0,1;0,1;0,1;0;0;0,1;0,1;0,1;0,1;0,2;0,2;0,3;0,1;0,2;0,2;0,2;0,3;0,4;0,2;0,5;0,5
45-49 лет;        Архангельская область;городское население;0,1;0,1;0,2;0,2;0,1;0;0;0;0;0;0,1;0,1;0,1;0,1;0;0;0,1;0;0,1;0,1;0,2;0,2;0,3;0,1;0,2;0,2;0,2;0,3;0,4;0,2;0,5;0,5
